"Subnet","OverlappingSubnet","SubnetSite","OverlappingSite","SiteCollision","DCInSite"
"128.0.0.0","172.22.143.0","ISD","ISD","False","True"
"128.0.0.0","172.22.143.128","ISD","ISD","False","True"
"128.0.0.0","172.22.144.0","ISD","ISD","False","True"
"128.0.0.0","172.22.139.128","ISD","ISD","False","True"
"128.0.0.0","172.22.144.128","ISD","ISD","False","True"
"128.0.0.0","172.22.145.128","ISD","ISD","False","True"
"128.0.0.0","172.22.146.0","ISD","ISD","False","True"
"128.0.0.0","172.22.146.128","ISD","ISD","False","True"
"128.0.0.0","172.22.147.0","ISD","ISD","False","True"
"128.0.0.0","172.22.147.128","ISD","ISD","False","True"
"128.0.0.0","172.22.148.0","ISD","ISD","False","True"
"128.0.0.0","172.22.148.128","ISD","ISD","False","True"
"128.0.0.0","172.22.149.0","ISD","ISD","False","True"
"128.0.0.0","172.22.149.128","ISD","ISD","False","True"
"128.0.0.0","172.22.145.0","ISD","ISD","False","True"
"128.0.0.0","172.22.127.0","ISD","ISD","False","True"
"128.0.0.0","172.22.139.0","ISD","ISD","False","True"
"128.0.0.0","172.22.138.0","ISD","ISD","False","True"
"128.0.0.0","172.22.128.0","ISD","ISD","False","True"
"128.0.0.0","172.22.128.128","ISD","ISD","False","True"
"128.0.0.0","172.22.129.0","ISD","ISD","False","True"
"128.0.0.0","172.22.129.128","ISD","ISD","False","True"
"128.0.0.0","172.22.130.0","ISD","ISD","False","True"
"128.0.0.0","172.22.130.128","ISD","ISD","False","True"
"128.0.0.0","172.22.131.0","ISD","ISD","False","True"
"128.0.0.0","172.22.131.128","ISD","ISD","False","True"
"128.0.0.0","172.22.132.0","ISD","ISD","False","True"
"128.0.0.0","172.22.138.128","ISD","ISD","False","True"
"128.0.0.0","172.22.132.128","ISD","ISD","False","True"
"128.0.0.0","172.22.133.128","ISD","ISD","False","True"
"128.0.0.0","172.22.134.0","ISD","ISD","False","True"
"128.0.0.0","172.22.134.128","ISD","ISD","False","True"
"128.0.0.0","172.22.135.0","ISD","ISD","False","True"
"128.0.0.0","172.22.135.128","ISD","ISD","False","True"
"128.0.0.0","172.22.136.0","ISD","ISD","False","True"
"128.0.0.0","172.22.136.128","ISD","ISD","False","True"
"128.0.0.0","172.22.137.0","ISD","ISD","False","True"
"128.0.0.0","172.22.137.128","ISD","ISD","False","True"
"128.0.0.0","172.22.133.0","ISD","ISD","False","True"
"128.0.0.0","172.22.103.128","ISD","ISD","False","True"
"128.0.0.0","172.22.199.128","ISD","ISD","False","True"
"128.0.0.0","172.22.200.128","ISD","ISD","False","True"
"128.0.0.0","161.174.35.0","ISD","CA-Sams-HO","True","True"
"128.0.0.0","161.174.30.128","ISD","CA-Montreal-HO","True","True"
"128.0.0.0","156.95.53.0","ISD","ISD","False","True"
"128.0.0.0","161.163.224.0","ISD","PR-HOMEOFFICE","True","True"
"128.0.0.0","161.163.96.0","ISD","UK-Leeds-HO","True","True"
"128.0.0.0","161.163.104.0","ISD","UK-Leeds-HO","True","True"
"128.0.0.0","161.163.112.0","ISD","UK-George-HO","True","True"
"128.0.0.0","161.163.112.0","ISD","UK-George-HO","True","True"
"128.0.0.0","161.163.113.0","ISD","UK-George-HO","True","True"
"128.0.0.0","161.163.114.0","ISD","UK-George-HO","True","True"
"128.0.0.0","161.163.15.0","ISD","CN-Exchange","True","True"
"128.0.0.0","161.163.16.0","ISD","CN-HOMEOFFICE","True","True"
"128.0.0.0","161.163.16.0","ISD","CN-HOMEOFFICE","True","True"
"128.0.0.0","161.163.20.0","ISD","CN-HOMEOFFICE","True","True"
"128.0.0.0","172.26.41.0","ISD","ISD-EXCH","True","True"
"128.0.0.0","172.26.41.64","ISD","ISD-EXCH","True","True"
"128.0.0.0","172.26.41.128","ISD","ISD-EXCH","True","True"
"128.0.0.0","172.26.41.192","ISD","ISD-EXCH","True","True"
"128.0.0.0","161.163.41.0","ISD","CN-Beijing","True","True"
"128.0.0.0","161.174.19.0","ISD","CA-Toronto-HO","True","True"
"128.0.0.0","161.174.17.0","ISD","CA-Toronto-HO","True","True"
"128.0.0.0","161.174.14.0","ISD","CA-Toronto-HO","True","True"
"128.0.0.0","161.174.12.0","ISD","CA-Toronto-HO","True","True"
"128.0.0.0","172.22.249.0","ISD","ISD","False","True"
"128.0.0.0","172.22.249.128","ISD","ISD","False","True"
"128.0.0.0","172.22.250.0","ISD","ISD","False","True"
"128.0.0.0","172.22.250.128","ISD","ISD","False","True"
"128.0.0.0","172.22.251.0","ISD","ISD","False","True"
"128.0.0.0","172.22.251.128","ISD","ISD","False","True"
"128.0.0.0","156.95.55.0","ISD","ISD-EXCH","True","True"
"128.0.0.0","156.95.195.197","ISD","ISD-EXCH","True","True"
"128.0.0.0","156.95.195.198","ISD","ISD-EXCH","True","True"
"128.0.0.0","161.163.205.0","ISD","PK-S09870","True","True"
"128.0.0.0","156.95.195.199","ISD","ISD-EXCH","True","True"
"128.0.0.0","156.94.109.0","ISD","ISD","False","True"
"128.0.0.0","156.94.109.128","ISD","ISD","False","True"
"128.0.0.0","161.176.132.0","ISD","US-S09271","True","True"
"128.0.0.0","161.163.203.0","ISD","ID-S09760","True","True"
"128.0.0.0","161.163.206.128","ISD","TR-S09860","True","True"
"128.0.0.0","161.174.18.0","ISD","CA-Toronto-HO","True","True"
"128.0.0.0","161.174.36.0","ISD","CA-Sams-HO","True","True"
"128.0.0.0","161.174.36.128","ISD","CA-Sams-HO","True","True"
"128.0.0.0","161.174.10.0","ISD","CA-Toronto-HO","True","True"
"128.0.0.0","156.95.192.0","ISD","ISD","False","True"
"128.0.0.0","161.163.242.0","ISD","CN-HOMEOFFICE","True","True"
"128.0.0.0","161.163.243.0","ISD","CN-HOMEOFFICE","True","True"
"128.0.0.0","161.163.40.0","ISD","CN-HOMEOFFICE","True","True"
"128.0.0.0","156.87.68.0","ISD","US-S00402","True","True"
"128.0.0.0","161.175.193.0","ISD","US-S00404","True","True"
"128.0.0.0","161.175.83.0","ISD","US-S00406","True","True"
"128.0.0.0","156.87.71.0","ISD","US-S00409","True","True"
"128.0.0.0","161.175.235.0","ISD","US-S00410","True","True"
"128.0.0.0","156.84.83.0","ISD","US-S00411","True","True"
"128.0.0.0","161.176.172.0","ISD","US-S00412","True","True"
"128.0.0.0","156.88.65.0","ISD","US-S00414","True","True"
"128.0.0.0","156.87.72.0","ISD","US-S00415","True","True"
"128.0.0.0","156.86.109.0","ISD","US-S00401","True","True"
"128.0.0.0","156.88.66.0","ISD","US-S00417","True","True"
"128.0.0.0","161.176.19.0","ISD","US-S00421","True","True"
"128.0.0.0","156.86.116.0","ISD","US-S00422","True","True"
"128.0.0.0","156.87.75.0","ISD","US-S00424","True","True"
"128.0.0.0","156.87.76.0","ISD","US-S00425","True","True"
"128.0.0.0","156.88.70.0","ISD","US-S00427","True","True"
"128.0.0.0","161.175.194.0","ISD","US-S00428","True","True"
"128.0.0.0","156.89.16.0","ISD","US-S00429","True","True"
"128.0.0.0","161.175.236.0","ISD","US-S00430","True","True"
"128.0.0.0","161.175.91.0","ISD","US-S00431","True","True"
"128.0.0.0","156.87.73.0","ISD","US-S00418","True","True"
"128.0.0.0","172.22.248.128","ISD","ISD","False","True"
"128.0.0.0","172.26.33.64","ISD","ISD","False","True"
"128.0.0.0","161.163.157.0","ISD","UK-George-HO","True","True"
"128.0.0.0","172.26.33.128","ISD","ISD","False","True"
"128.0.0.0","172.26.33.192","ISD","ISD","False","True"
"128.0.0.0","161.163.128.0","ISD","UK-Leeds-HO","True","True"
"128.0.0.0","161.163.128.64","ISD","UK-Leeds-HO","True","True"
"128.0.0.0","161.163.129.0","ISD","UK-Leeds-HO","True","True"
"128.0.0.0","161.163.130.0","ISD","UK-Leeds-HO","True","True"
"128.0.0.0","161.163.131.0","ISD","UK-Leeds-HO","True","True"
"128.0.0.0","161.163.132.0","ISD","UK-Leeds-HO","True","True"
"128.0.0.0","161.163.133.0","ISD","UK-Leeds-HO","True","True"
"128.0.0.0","172.26.33.0","ISD","ISD","False","True"
"128.0.0.0","161.163.134.0","ISD","UK-Leeds-HO","True","True"
"128.0.0.0","161.163.136.0","ISD","UK-Leeds-HO","True","True"
"128.0.0.0","161.163.144.0","ISD","UK-Leeds-HO","True","True"
"128.0.0.0","161.163.152.0","ISD","UK-George-HO","True","True"
"128.0.0.0","161.163.152.128","ISD","UK-George-HO","True","True"
"128.0.0.0","161.163.153.0","ISD","UK-George-HO","True","True"
"128.0.0.0","161.163.153.128","ISD","UK-George-HO","True","True"
"128.0.0.0","161.163.154.0","ISD","UK-George-HO","True","True"
"128.0.0.0","161.163.155.0","ISD","UK-George-HO","True","True"
"128.0.0.0","161.163.156.0","ISD","UK-George-HO","True","True"
"128.0.0.0","161.163.135.0","ISD","UK-Leeds-HO","True","True"
"128.0.0.0","172.22.248.0","ISD","ISD","False","True"
"128.0.0.0","172.22.247.128","ISD","ISD","False","True"
"128.0.0.0","172.22.247.0","ISD","ISD","False","True"
"128.0.0.0","172.22.213.0","ISD","ISD","False","True"
"128.0.0.0","172.22.213.128","ISD","ISD","False","True"
"128.0.0.0","172.22.214.0","ISD","ISD","False","True"
"128.0.0.0","172.22.214.128","ISD","ISD","False","True"
"128.0.0.0","172.22.215.0","ISD","ISD","False","True"
"128.0.0.0","172.22.215.128","ISD","ISD","False","True"
"128.0.0.0","172.22.216.0","ISD","ISD","False","True"
"128.0.0.0","172.22.216.128","ISD","ISD","False","True"
"128.0.0.0","172.22.217.0","ISD","ISD","False","True"
"128.0.0.0","172.22.212.128","ISD","ISD","False","True"
"128.0.0.0","172.22.217.128","ISD","ISD","False","True"
"128.0.0.0","172.22.218.128","ISD","ISD","False","True"
"128.0.0.0","172.22.219.0","ISD","ISD","False","True"
"128.0.0.0","172.22.219.128","ISD","ISD","False","True"
"128.0.0.0","172.22.220.0","ISD","ISD","False","True"
"128.0.0.0","172.22.220.128","ISD","ISD","False","True"
"128.0.0.0","172.22.221.0","ISD","ISD","False","True"
"128.0.0.0","172.22.221.128","ISD","ISD","False","True"
"128.0.0.0","172.22.222.0","ISD","ISD","False","True"
"128.0.0.0","172.22.222.128","ISD","ISD","False","True"
"128.0.0.0","172.22.218.0","ISD","ISD","False","True"
"128.0.0.0","172.22.223.0","ISD","ISD","False","True"
"128.0.0.0","172.22.212.0","ISD","ISD","False","True"
"128.0.0.0","172.22.211.0","ISD","ISD","False","True"
"128.0.0.0","172.22.201.0","ISD","ISD","False","True"
"128.0.0.0","172.22.201.128","ISD","ISD","False","True"
"128.0.0.0","172.22.202.0","ISD","ISD","False","True"
"128.0.0.0","172.22.202.128","ISD","ISD","False","True"
"128.0.0.0","172.22.203.0","ISD","ISD","False","True"
"128.0.0.0","172.22.203.128","ISD","ISD","False","True"
"128.0.0.0","172.22.204.0","ISD","ISD","False","True"
"128.0.0.0","172.22.204.128","ISD","ISD","False","True"
"128.0.0.0","172.22.205.0","ISD","ISD","False","True"
"128.0.0.0","172.22.211.128","ISD","ISD","False","True"
"128.0.0.0","172.22.205.128","ISD","ISD","False","True"
"128.0.0.0","172.22.206.128","ISD","ISD","False","True"
"128.0.0.0","172.22.207.0","ISD","ISD","False","True"
"128.0.0.0","172.22.207.128","ISD","ISD","False","True"
"128.0.0.0","172.22.208.0","ISD","ISD","False","True"
"128.0.0.0","172.22.208.128","ISD","ISD","False","True"
"128.0.0.0","172.22.209.0","ISD","ISD","False","True"
"128.0.0.0","172.22.209.128","ISD","ISD","False","True"
"128.0.0.0","172.22.210.0","ISD","ISD","False","True"
"128.0.0.0","172.22.210.128","ISD","ISD","False","True"
"128.0.0.0","172.22.206.0","ISD","ISD","False","True"
"128.0.0.0","172.22.200.0","ISD","ISD","False","True"
"128.0.0.0","172.22.223.128","ISD","ISD","False","True"
"128.0.0.0","172.22.224.128","ISD","ISD","False","True"
"128.0.0.0","172.22.237.0","ISD","ISD","False","True"
"128.0.0.0","172.22.237.128","ISD","ISD","False","True"
"128.0.0.0","172.22.238.0","ISD","ISD","False","True"
"128.0.0.0","172.22.238.128","ISD","ISD","False","True"
"128.0.0.0","172.22.239.0","ISD","ISD","False","True"
"128.0.0.0","172.22.239.128","ISD","ISD","False","True"
"128.0.0.0","172.22.240.0","ISD","ISD","False","True"
"128.0.0.0","172.22.240.128","ISD","ISD","False","True"
"128.0.0.0","172.22.241.0","ISD","ISD","False","True"
"128.0.0.0","172.22.236.128","ISD","ISD","False","True"
"128.0.0.0","172.22.241.128","ISD","ISD","False","True"
"128.0.0.0","172.22.242.128","ISD","ISD","False","True"
"128.0.0.0","172.22.243.0","ISD","ISD","False","True"
"128.0.0.0","172.22.243.128","ISD","ISD","False","True"
"128.0.0.0","172.22.244.0","ISD","ISD","False","True"
"128.0.0.0","172.22.244.128","ISD","ISD","False","True"
"128.0.0.0","172.22.245.0","ISD","ISD","False","True"
"128.0.0.0","172.22.245.128","ISD","ISD","False","True"
"128.0.0.0","172.22.246.0","ISD","ISD","False","True"
"128.0.0.0","172.22.246.128","ISD","ISD","False","True"
"128.0.0.0","172.22.242.0","ISD","ISD","False","True"
"128.0.0.0","172.22.224.0","ISD","ISD","False","True"
"128.0.0.0","172.22.236.0","ISD","ISD","False","True"
"128.0.0.0","172.22.235.0","ISD","ISD","False","True"
"128.0.0.0","172.22.225.0","ISD","ISD","False","True"
"128.0.0.0","172.22.225.128","ISD","ISD","False","True"
"128.0.0.0","172.22.226.0","ISD","ISD","False","True"
"128.0.0.0","172.22.226.128","ISD","ISD","False","True"
"128.0.0.0","172.22.227.0","ISD","ISD","False","True"
"128.0.0.0","172.22.227.128","ISD","ISD","False","True"
"128.0.0.0","172.22.228.0","ISD","ISD","False","True"
"128.0.0.0","172.22.228.128","ISD","ISD","False","True"
"128.0.0.0","172.22.229.0","ISD","ISD","False","True"
"128.0.0.0","172.22.235.128","ISD","ISD","False","True"
"128.0.0.0","172.22.229.128","ISD","ISD","False","True"
"128.0.0.0","172.22.230.128","ISD","ISD","False","True"
"128.0.0.0","172.22.231.0","ISD","ISD","False","True"
"128.0.0.0","172.22.231.128","ISD","ISD","False","True"
"128.0.0.0","172.22.232.0","ISD","ISD","False","True"
"128.0.0.0","172.22.232.128","ISD","ISD","False","True"
"128.0.0.0","172.22.233.0","ISD","ISD","False","True"
"128.0.0.0","172.22.233.128","ISD","ISD","False","True"
"128.0.0.0","172.22.234.0","ISD","ISD","False","True"
"128.0.0.0","172.22.234.128","ISD","ISD","False","True"
"128.0.0.0","172.22.230.0","ISD","ISD","False","True"
"128.0.0.0","156.87.78.0","ISD","US-S00432","True","True"
"128.0.0.0","172.22.103.0","ISD","ISD","False","True"
"128.0.0.0","172.22.102.0","ISD","ISD","False","True"
"128.0.0.0","172.20.152.0","ISD","ISD","False","True"
"128.0.0.0","172.20.154.0","ISD","ISD","False","True"
"128.0.0.0","172.20.156.0","ISD","ISD","False","True"
"128.0.0.0","172.20.158.0","ISD","ISD","False","True"
"128.0.0.0","172.20.160.0","ISD","ISD","False","True"
"128.0.0.0","172.20.162.0","ISD","ISD","False","True"
"128.0.0.0","172.20.164.0","ISD","ISD","False","True"
"128.0.0.0","172.20.166.0","ISD","ISD","False","True"
"128.0.0.0","172.20.168.0","ISD","ISD","False","True"
"128.0.0.0","172.20.170.0","ISD","ISD","False","True"
"128.0.0.0","172.20.172.0","ISD","ISD","False","True"
"128.0.0.0","172.20.174.0","ISD","ISD","False","True"
"128.0.0.0","172.20.176.0","ISD","ISD","False","True"
"128.0.0.0","172.20.178.0","ISD","ISD","False","True"
"128.0.0.0","172.20.180.0","ISD","ISD","False","True"
"128.0.0.0","172.20.182.0","ISD","ISD","False","True"
"128.0.0.0","172.20.184.0","ISD","ISD","False","True"
"128.0.0.0","172.20.186.0","ISD","ISD","False","True"
"128.0.0.0","172.20.188.0","ISD","ISD","False","True"
"128.0.0.0","172.20.150.0","ISD","ISD","False","True"
"128.0.0.0","172.20.148.0","ISD","ISD","False","True"
"128.0.0.0","172.20.146.0","ISD","ISD","False","True"
"128.0.0.0","172.20.144.0","ISD","ISD","False","True"
"128.0.0.0","172.20.104.0","ISD","ISD","False","True"
"128.0.0.0","172.20.106.0","ISD","ISD","False","True"
"128.0.0.0","172.20.108.0","ISD","ISD","False","True"
"128.0.0.0","172.20.110.0","ISD","ISD","False","True"
"128.0.0.0","172.20.112.0","ISD","ISD","False","True"
"128.0.0.0","172.20.114.0","ISD","ISD","False","True"
"128.0.0.0","172.20.116.0","ISD","ISD","False","True"
"128.0.0.0","172.20.118.0","ISD","ISD","False","True"
"128.0.0.0","172.20.120.0","ISD","ISD","False","True"
"128.0.0.0","172.20.198.0","ISD","ISD","False","True"
"128.0.0.0","172.20.122.0","ISD","ISD","False","True"
"128.0.0.0","172.20.126.0","ISD","ISD","False","True"
"128.0.0.0","172.20.128.0","ISD","ISD","False","True"
"128.0.0.0","172.20.130.0","ISD","ISD","False","True"
"128.0.0.0","172.20.132.0","ISD","ISD","False","True"
"128.0.0.0","172.20.134.0","ISD","ISD","False","True"
"128.0.0.0","172.20.136.0","ISD","ISD","False","True"
"128.0.0.0","172.20.138.0","ISD","ISD","False","True"
"128.0.0.0","172.20.140.0","ISD","ISD","False","True"
"128.0.0.0","172.20.142.0","ISD","ISD","False","True"
"128.0.0.0","172.20.124.0","ISD","ISD","False","True"
"128.0.0.0","172.20.199.0","ISD","ISD","False","True"
"128.0.0.0","172.20.200.0","ISD","ISD","False","True"
"128.0.0.0","172.20.201.0","ISD","ISD","False","True"
"128.0.0.0","172.21.6.128","ISD","ISD","False","True"
"128.0.0.0","172.21.7.0","ISD","ISD","False","True"
"128.0.0.0","172.21.7.128","ISD","ISD","False","True"
"128.0.0.0","172.21.8.0","ISD","ISD","False","True"
"128.0.0.0","172.21.8.128","ISD","ISD","False","True"
"128.0.0.0","172.21.9.0","ISD","ISD","False","True"
"128.0.0.0","172.21.9.128","ISD","ISD","False","True"
"128.0.0.0","172.22.0.0","ISD","ISD","False","True"
"128.0.0.0","172.22.0.128","ISD","ISD","False","True"
"128.0.0.0","172.21.6.0","ISD","ISD","False","True"
"128.0.0.0","172.22.1.0","ISD","ISD","False","True"
"128.0.0.0","172.22.2.0","ISD","ISD","False","True"
"128.0.0.0","172.22.2.128","ISD","ISD","False","True"
"128.0.0.0","172.22.3.0","ISD","ISD","False","True"
"128.0.0.0","172.22.3.128","ISD","ISD","False","True"
"128.0.0.0","172.22.4.0","ISD","ISD","False","True"
"128.0.0.0","172.22.4.128","ISD","ISD","False","True"
"128.0.0.0","172.22.5.0","ISD","ISD","False","True"
"128.0.0.0","172.22.5.128","ISD","ISD","False","True"
"128.0.0.0","172.22.6.0","ISD","ISD","False","True"
"128.0.0.0","172.22.1.128","ISD","ISD","False","True"
"128.0.0.0","172.20.102.0","ISD","ISD","False","True"
"128.0.0.0","172.21.5.128","ISD","ISD","False","True"
"128.0.0.0","172.21.4.128","ISD","ISD","False","True"
"128.0.0.0","172.20.223.0","ISD","ISD","False","True"
"128.0.0.0","172.20.224.0","ISD","ISD","False","True"
"128.0.0.0","172.20.226.0","ISD","ISD","False","True"
"128.0.0.0","172.20.228.0","ISD","ISD","False","True"
"128.0.0.0","172.20.230.0","ISD","ISD","False","True"
"128.0.0.0","172.20.231.0","ISD","ISD","False","True"
"128.0.0.0","172.20.232.0","ISD","ISD","False","True"
"128.0.0.0","172.20.234.0","ISD","ISD","False","True"
"128.0.0.0","172.20.236.0","ISD","ISD","False","True"
"128.0.0.0","172.21.5.0","ISD","ISD","False","True"
"128.0.0.0","172.20.238.0","ISD","ISD","False","True"
"128.0.0.0","172.21.0.0","ISD","ISD","False","True"
"128.0.0.0","172.21.0.128","ISD","ISD","False","True"
"128.0.0.0","172.21.1.0","ISD","ISD","False","True"
"128.0.0.0","172.21.1.128","ISD","ISD","False","True"
"128.0.0.0","172.21.2.0","ISD","ISD","False","True"
"128.0.0.0","172.21.2.128","ISD","ISD","False","True"
"128.0.0.0","172.21.3.0","ISD","ISD","False","True"
"128.0.0.0","172.21.3.128","ISD","ISD","False","True"
"128.0.0.0","172.21.4.0","ISD","ISD","False","True"
"128.0.0.0","172.20.240.0","ISD","ISD","False","True"
"128.0.0.0","172.20.100.0","ISD","ISD","False","True"
"128.0.0.0","172.20.98.0","ISD","ISD","False","True"
"128.0.0.0","172.20.96.0","ISD","ISD","False","True"
"128.0.0.0","161.165.202.0","ISD","ISD","False","True"
"128.0.0.0","161.165.197.0","ISD","ISD","False","True"
"128.0.0.0","161.173.111.0","ISD","US-S06000","True","True"
"128.0.0.0","142.136.111.0","ISD","US-S06000","True","True"
"128.0.0.0","146.132.114.0","ISD","US-S06014","True","True"
"128.0.0.0","146.132.115.0","ISD","US-S06014","True","True"
"128.0.0.0","172.20.190.0","ISD","ISD","False","True"
"128.0.0.0","172.20.202.0","ISD","ISD","False","True"
"128.0.0.0","172.20.192.0","ISD","ISD","False","True"
"128.0.0.0","146.132.234.0","ISD","ISD","False","True"
"128.0.0.0","172.20.194.0","ISD","ISD","False","True"
"128.0.0.0","172.20.198.0","ISD","ISD","False","True"
"128.0.0.0","172.20.200.0","ISD","ISD","False","True"
"128.0.0.0","172.20.204.0","ISD","ISD","False","True"
"128.0.0.0","172.20.206.0","ISD","ISD","False","True"
"128.0.0.0","172.20.208.0","ISD","ISD","False","True"
"128.0.0.0","172.20.210.0","ISD","ISD","False","True"
"128.0.0.0","172.20.212.0","ISD","ISD","False","True"
"128.0.0.0","172.20.214.0","ISD","ISD","False","True"
"128.0.0.0","172.20.216.0","ISD","ISD","False","True"
"128.0.0.0","172.20.196.0","ISD","ISD","False","True"
"128.0.0.0","172.20.218.0","ISD","ISD","False","True"
"128.0.0.0","161.165.201.128","ISD","ISD","False","True"
"128.0.0.0","161.165.200.128","ISD","ISD","False","True"
"128.0.0.0","161.173.132.0","ISD","ISD","False","True"
"128.0.0.0","161.173.135.0","ISD","ISD","False","True"
"128.0.0.0","161.173.136.0","ISD","ISD","False","True"
"128.0.0.0","161.173.138.0","ISD","ISD","False","True"
"128.0.0.0","156.95.226.0","ISD","ISD","False","True"
"128.0.0.0","161.173.12.0","ISD","ISD","False","True"
"128.0.0.0","161.173.56.0","ISD","ISD","False","True"
"128.0.0.0","161.173.46.0","ISD","ISD","False","True"
"128.0.0.0","146.132.236.0","ISD","ISD","False","True"
"128.0.0.0","161.165.201.0","ISD","ISD","False","True"
"128.0.0.0","146.132.237.0","ISD","ISD","False","True"
"128.0.0.0","161.173.45.0","ISD","ISD","False","True"
"128.0.0.0","161.165.199.0","ISD","ISD","False","True"
"128.0.0.0","161.165.193.0","ISD","ISD","False","True"
"128.0.0.0","161.165.193.128","ISD","ISD","False","True"
"128.0.0.0","161.165.194.0","ISD","ISD","False","True"
"128.0.0.0","161.165.194.128","ISD","ISD","False","True"
"128.0.0.0","161.165.195.0","ISD","ISD","False","True"
"128.0.0.0","161.165.195.128","ISD","ISD","False","True"
"128.0.0.0","161.165.200.0","ISD","ISD","False","True"
"128.0.0.0","161.173.44.0","ISD","ISD","False","True"
"128.0.0.0","172.22.6.128","ISD","ISD","False","True"
"128.0.0.0","172.20.220.0","ISD","ISD","False","True"
"128.0.0.0","161.163.207.0","ISD","CN-S09060","True","True"
"128.0.0.0","172.20.26.0","ISD","ISD","False","True"
"128.0.0.0","172.20.28.0","ISD","ISD","False","True"
"128.0.0.0","172.20.30.0","ISD","ISD","False","True"
"128.0.0.0","172.20.36.0","ISD","ISD","False","True"
"128.0.0.0","172.20.64.0","ISD","ISD","False","True"
"128.0.0.0","172.20.66.0","ISD","ISD","False","True"
"128.0.0.0","172.20.68.0","ISD","ISD","False","True"
"128.0.0.0","172.20.70.0","ISD","ISD","False","True"
"128.0.0.0","172.20.72.0","ISD","ISD","False","True"
"128.0.0.0","172.20.24.0","ISD","ISD","False","True"
"128.0.0.0","172.20.74.0","ISD","ISD","False","True"
"128.0.0.0","172.20.78.0","ISD","ISD","False","True"
"128.0.0.0","172.20.80.0","ISD","ISD","False","True"
"128.0.0.0","172.20.82.0","ISD","ISD","False","True"
"128.0.0.0","172.20.84.0","ISD","ISD","False","True"
"128.0.0.0","172.20.86.0","ISD","ISD","False","True"
"128.0.0.0","172.20.88.0","ISD","ISD","False","True"
"128.0.0.0","172.20.90.0","ISD","ISD","False","True"
"128.0.0.0","172.20.92.0","ISD","ISD","False","True"
"128.0.0.0","172.20.94.0","ISD","ISD","False","True"
"128.0.0.0","172.20.76.0","ISD","ISD","False","True"
"128.0.0.0","172.20.222.0","ISD","ISD","False","True"
"128.0.0.0","172.20.22.0","ISD","ISD","False","True"
"128.0.0.0","172.20.18.0","ISD","ISD","False","True"
"128.0.0.0","156.95.204.0","ISD","ISD","False","True"
"128.0.0.0","161.173.6.0","ISD","ISD","False","True"
"128.0.0.0","161.173.58.0","ISD","ISD","False","True"
"128.0.0.0","161.173.59.0","ISD","ISD","False","True"
"128.0.0.0","161.173.69.0","ISD","ISD","False","True"
"128.0.0.0","161.173.72.0","ISD","ISD","False","True"
"128.0.0.0","161.173.73.0","ISD","ISD","False","True"
"128.0.0.0","161.173.82.0","ISD","ISD","False","True"
"128.0.0.0","161.173.116.0","ISD","ISD","False","True"
"128.0.0.0","172.20.20.0","ISD","ISD","False","True"
"128.0.0.0","161.173.219.0","ISD","ISD","False","True"
"128.0.0.0","172.20.0.0","ISD","ISD","False","True"
"128.0.0.0","172.20.2.0","ISD","ISD","False","True"
"128.0.0.0","172.20.4.0","ISD","ISD","False","True"
"128.0.0.0","172.20.6.0","ISD","ISD","False","True"
"128.0.0.0","172.20.8.0","ISD","ISD","False","True"
"128.0.0.0","172.20.10.0","ISD","ISD","False","True"
"128.0.0.0","172.20.12.0","ISD","ISD","False","True"
"128.0.0.0","172.20.14.0","ISD","ISD","False","True"
"128.0.0.0","172.20.16.0","ISD","ISD","False","True"
"128.0.0.0","172.16.248.0","ISD","ISD","False","True"
"128.0.0.0","172.22.102.128","ISD","ISD","False","True"
"128.0.0.0","172.22.7.0","ISD","ISD","False","True"
"128.0.0.0","172.22.8.0","ISD","ISD","False","True"
"128.0.0.0","172.22.68.128","ISD","ISD","False","True"
"128.0.0.0","172.22.69.0","ISD","ISD","False","True"
"128.0.0.0","172.22.69.128","ISD","ISD","False","True"
"128.0.0.0","172.22.70.0","ISD","ISD","False","True"
"128.0.0.0","172.22.70.128","ISD","ISD","False","True"
"128.0.0.0","172.22.71.0","ISD","ISD","False","True"
"128.0.0.0","172.22.71.128","ISD","ISD","False","True"
"128.0.0.0","172.22.72.0","ISD","ISD","False","True"
"128.0.0.0","172.22.72.128","ISD","ISD","False","True"
"128.0.0.0","172.22.73.0","ISD","ISD","False","True"
"128.0.0.0","172.22.73.128","ISD","ISD","False","True"
"128.0.0.0","172.22.74.0","ISD","ISD","False","True"
"128.0.0.0","172.22.74.128","ISD","ISD","False","True"
"128.0.0.0","172.22.75.0","ISD","ISD","False","True"
"128.0.0.0","172.22.75.128","ISD","ISD","False","True"
"128.0.0.0","172.22.76.0","ISD","ISD","False","True"
"128.0.0.0","172.22.76.128","ISD","ISD","False","True"
"128.0.0.0","172.22.77.0","ISD","ISD","False","True"
"128.0.0.0","172.22.77.128","ISD","ISD","False","True"
"128.0.0.0","172.22.68.0","ISD","ISD","False","True"
"128.0.0.0","172.22.67.128","ISD","ISD","False","True"
"128.0.0.0","172.22.67.0","ISD","ISD","False","True"
"128.0.0.0","172.22.66.128","ISD","ISD","False","True"
"128.0.0.0","172.22.56.128","ISD","ISD","False","True"
"128.0.0.0","172.22.57.0","ISD","ISD","False","True"
"128.0.0.0","172.22.57.128","ISD","ISD","False","True"
"128.0.0.0","172.22.58.0","ISD","ISD","False","True"
"128.0.0.0","172.22.58.128","ISD","ISD","False","True"
