"Subnet","OverlappingSubnet","SubnetSite","OverlappingSite","SiteCollision","DCInSite"
"10.216.0.0","10.218.100.0","ISD","US-S00501","True","True"
"10.216.0.0","10.218.76.0","ISD","US-S00495","True","True"
"10.216.0.0","10.218.204.0","ISD","US-S00450","True","True"
"10.216.0.0","10.219.218.0","ISD","CA-Sams-HO","True","True"
"10.216.0.0","10.216.52.0","ISD","US-S00420","True","True"
"10.216.0.0","10.218.72.0","ISD","US-S00143","True","True"
"10.216.0.0","10.219.230.0","ISD","CA-Toronto-HO","True","True"
"10.216.0.0","10.217.123.0","ISD","US-S00149","True","True"
"10.216.0.0","10.218.206.0","ISD","US-S00588","True","True"
"10.216.0.0","10.218.30.0","ISD","US-S00624","True","True"
"10.216.0.0","10.218.164.0","ISD","US-S00664","True","True"
"10.216.0.0","10.218.162.0","ISD","US-S00662","True","True"
"10.216.0.0","10.216.94.0","ISD","US-S00689","True","True"
"10.216.0.0","10.217.154.0","ISD","CA-Toronto-HO","True","True"
"10.216.0.0","10.219.248.0","ISD","CA-Toronto-HO","True","True"
"10.216.0.0","10.219.208.0","ISD","CA-Sams-HO","True","True"
"10.216.0.0","10.218.98.0","ISD","US-S00356","True","True"
"10.216.0.0","10.218.158.0","ISD","US-S00333","True","True"
"10.216.0.0","10.217.118.0","ISD","CA-Sams-HO","True","True"
"10.216.0.0","10.219.172.0","ISD","CA-Toronto-HO","True","True"
"10.216.0.0","10.219.240.0","ISD","CA-Toronto-HO","True","True"
"10.216.0.0","10.217.80.0","ISD","CA-Toronto-HO","True","True"
"10.216.0.0","10.219.154.0","ISD","CA-Toronto-HO","True","True"
"10.216.0.0","10.219.112.0","ISD","CA-Toronto-HO","True","True"
"10.216.0.0","10.219.170.0","ISD","CA-Toronto-HO","True","True"
"10.216.0.0","10.219.160.0","ISD","CA-Toronto-HO","True","True"
"10.216.0.0","10.219.216.0","ISD","CA-Sams-HO","True","True"
"10.216.0.0","10.219.0.0","ISD","CA-Toronto-HO","True","True"
"10.216.0.0","10.217.98.0","ISD","CA-Toronto-HO","True","True"
"10.216.0.0","10.219.228.0","ISD","CA-Toronto-HO","True","True"
"10.216.0.0","10.217.0.0","ISD","CA-Toronto-HO","True","True"
"10.216.0.0","10.219.242.0","ISD","CA-Toronto-HO","True","True"
"10.216.0.0","10.219.200.0","ISD","CA-Toronto-HO","True","True"
"10.216.0.0","10.219.184.0","ISD","CA-Toronto-HO","True","True"
"10.216.0.0","10.217.56.0","ISD","CA-Toronto-HO","True","True"
"10.216.0.0","10.219.234.0","ISD","CA-Toronto-HO","True","True"
"10.216.0.0","10.217.50.0","ISD","CA-Sams-HO","True","True"
"10.216.0.0","10.219.186.0","ISD","CA-Toronto-HO","True","True"
"10.216.0.0","10.219.120.0","ISD","CA-Toronto-HO","True","True"
"10.216.0.0","10.217.222.0","ISD","ISD","False","True"
"10.216.0.0","10.217.74.0","ISD","CA-Toronto-HO","True","True"
"10.216.0.0","10.217.232.0","ISD","CA-Toronto-HO","True","True"
"10.216.0.0","10.219.162.0","ISD","CA-Toronto-HO","True","True"
"10.216.0.0","10.219.136.0","ISD","CA-Toronto-HO","True","True"
"10.216.0.0","10.217.92.0","ISD","CA-Toronto-HO","True","True"
"10.216.0.0","10.217.32.0","ISD","CA-Toronto-HO","True","True"
"10.216.0.0","10.219.220.0","ISD","CA-Toronto-HO","True","True"
"10.216.0.0","10.219.180.0","ISD","CA-Toronto-HO","True","True"
"10.216.0.0","10.219.158.0","ISD","CA-Sams-HO","True","True"
"10.216.0.0","10.219.198.0","ISD","CA-Sams-HO","True","True"
"10.216.0.0","10.217.84.0","ISD","CA-Toronto-HO","True","True"
"10.216.0.0","10.219.238.0","ISD","CA-Sams-HO","True","True"
"10.216.0.0","10.219.176.0","ISD","CA-Toronto-HO","True","True"
"10.216.0.0","10.217.6.0","ISD","CA-Toronto-HO","True","True"
"10.216.0.0","10.217.156.0","ISD","CA-Toronto-HO","True","True"
"10.216.0.0","10.219.196.0","ISD","CA-Sams-HO","True","True"
"10.216.0.0","10.217.116.0","ISD","CA-Toronto-HO","True","True"
"10.216.0.0","10.219.168.0","ISD","CA-Toronto-HO","True","True"
"10.216.0.0","10.217.54.0","ISD","CA-Toronto-HO","True","True"
"10.216.0.0","10.217.142.0","ISD","CA-Toronto-HO","True","True"
"10.216.0.0","10.219.134.0","ISD","CA-Toronto-HO","True","True"
"10.216.0.0","10.217.236.0","ISD","CA-Sams-HO","True","True"
"10.216.0.0","10.219.212.0","ISD","CA-Sams-HO","True","True"
"10.216.0.0","10.219.190.0","ISD","CA-Toronto-HO","True","True"
"10.216.0.0","10.219.192.0","ISD","CA-Sams-HO","True","True"
"10.216.0.0","10.217.244.0","ISD","CA-Toronto-HO","True","True"
"10.216.0.0","10.219.138.0","ISD","CA-Toronto-HO","True","True"
"10.216.0.0","10.217.108.0","ISD","CA-Toronto-HO","True","True"
"10.216.0.0","10.219.232.0","ISD","CA-Sams-HO","True","True"
"10.216.0.0","10.219.214.0","ISD","CA-Sams-HO","True","True"
"10.216.0.0","10.219.222.0","ISD","CA-Toronto-HO","True","True"
"10.216.0.0","10.217.188.0","ISD","CA-Toronto-HO","True","True"
"10.216.0.0","10.217.150.0","ISD","CA-Toronto-HO","True","True"
"10.216.0.0","10.219.144.0","ISD","CA-Toronto-HO","True","True"
"10.216.0.0","10.217.168.0","ISD","CA-Toronto-HO","True","True"
"10.216.0.0","10.217.12.0","ISD","CA-Sams-HO","True","True"
"10.216.0.0","10.219.166.0","ISD","CA-Sams-HO","True","True"
"10.216.0.0","10.219.38.0","ISD","CA-Toronto-HO","True","True"
"10.216.0.0","10.217.152.0","ISD","CA-Toronto-HO","True","True"
"10.216.0.0","10.219.244.0","ISD","CA-Toronto-HO","True","True"
"10.216.0.0","10.219.152.0","ISD","CA-Sams-HO","True","True"
"10.216.0.0","10.219.204.0","ISD","CA-Toronto-HO","True","True"
"10.216.0.0","10.219.150.0","ISD","CA-Sams-HO","True","True"
"10.216.0.0","10.219.194.0","ISD","CA-Toronto-HO","True","True"
"10.216.0.0","10.217.164.0","ISD","CA-Sams-HO","True","True"
"10.216.0.0","10.219.250.0","ISD","CA-Toronto-HO","True","True"
"10.216.0.0","10.219.116.0","ISD","CA-Sams-HO","True","True"
"10.216.0.0","10.219.164.0","ISD","CA-Toronto-HO","True","True"
"10.216.0.0","10.219.224.0","ISD","CA-Sams-HO","True","True"
"10.216.0.0","10.217.136.0","ISD","CA-Toronto-HO","True","True"
"10.216.0.0","10.219.178.0","ISD","CA-Toronto-HO","True","True"
"10.216.0.0","10.219.128.0","ISD","CA-Toronto-HO","True","True"
"10.216.0.0","10.217.90.0","ISD","CA-Toronto-HO","True","True"
"10.216.0.0","10.219.148.0","ISD","CA-Toronto-HO","True","True"
"10.216.0.0","10.219.226.0","ISD","CA-Toronto-HO","True","True"
"10.216.0.0","10.219.156.0","ISD","CA-Toronto-HO","True","True"
"10.216.0.0","10.219.188.0","ISD","CA-Sams-HO","True","True"
"10.216.0.0","10.217.72.0","ISD","CA-Toronto-HO","True","True"
"10.216.0.0","10.217.100.0","ISD","CA-Toronto-HO","True","True"
"10.216.0.0","10.219.210.0","ISD","CA-Toronto-HO","True","True"
"10.216.0.0","10.217.34.0","ISD","CA-Toronto-HO","True","True"
"10.216.0.0","10.218.160.0","ISD","US-S00612","True","True"
"10.217.0.0","10.217.236.0","CA-Toronto-HO","CA-Sams-HO","True","True"
"10.217.0.0","10.217.136.0","CA-Toronto-HO","CA-Toronto-HO","False","True"
"10.217.0.0","10.217.90.0","CA-Toronto-HO","CA-Toronto-HO","False","True"
"10.217.0.0","10.217.72.0","CA-Toronto-HO","CA-Toronto-HO","False","True"
"10.217.0.0","10.217.100.0","CA-Toronto-HO","CA-Toronto-HO","False","True"
"10.217.0.0","10.217.244.0","CA-Toronto-HO","CA-Toronto-HO","False","True"
"10.217.0.0","10.217.108.0","CA-Toronto-HO","CA-Toronto-HO","False","True"
"10.217.0.0","10.217.152.0","CA-Toronto-HO","CA-Toronto-HO","False","True"
"10.217.0.0","10.217.92.0","CA-Toronto-HO","CA-Toronto-HO","False","True"
"10.217.0.0","10.217.54.0","CA-Toronto-HO","CA-Toronto-HO","False","True"
"10.217.0.0","10.217.188.0","CA-Toronto-HO","CA-Toronto-HO","False","True"
"10.217.0.0","10.217.150.0","CA-Toronto-HO","CA-Toronto-HO","False","True"
"10.217.0.0","10.217.168.0","CA-Toronto-HO","CA-Toronto-HO","False","True"
"10.217.0.0","10.217.50.0","CA-Toronto-HO","CA-Sams-HO","True","True"
"10.217.0.0","10.217.56.0","CA-Toronto-HO","CA-Toronto-HO","False","True"
"10.217.0.0","10.217.34.0","CA-Toronto-HO","CA-Toronto-HO","False","True"
"10.217.0.0","10.217.12.0","CA-Toronto-HO","CA-Sams-HO","True","True"
"10.217.0.0","10.217.118.0","CA-Toronto-HO","CA-Sams-HO","True","True"
"10.217.0.0","10.217.232.0","CA-Toronto-HO","CA-Toronto-HO","False","True"
"10.217.0.0","10.217.32.0","CA-Toronto-HO","CA-Toronto-HO","False","True"
"10.217.0.0","10.217.84.0","CA-Toronto-HO","CA-Toronto-HO","False","True"
"10.217.0.0","10.217.6.0","CA-Toronto-HO","CA-Toronto-HO","False","True"
"10.217.0.0","10.217.156.0","CA-Toronto-HO","CA-Toronto-HO","False","True"
"10.217.0.0","10.217.116.0","CA-Toronto-HO","CA-Toronto-HO","False","True"
"10.217.0.0","10.217.74.0","CA-Toronto-HO","CA-Toronto-HO","False","True"
"10.217.0.0","10.217.222.0","CA-Toronto-HO","ISD","True","True"
"10.217.0.0","10.217.98.0","CA-Toronto-HO","CA-Toronto-HO","False","True"
"10.217.0.0","10.217.80.0","CA-Toronto-HO","CA-Toronto-HO","False","True"
"10.217.0.0","10.217.123.0","CA-Toronto-HO","US-S00149","True","True"
"10.217.0.0","10.217.154.0","CA-Toronto-HO","CA-Toronto-HO","False","True"
"10.217.0.0","10.217.134.0","CA-Toronto-HO","CA-Toronto-HO","False","True"
"10.217.0.0","10.217.42.0","CA-Toronto-HO","CA-Toronto-HO","False","True"
"10.217.0.0","10.217.142.0","CA-Toronto-HO","CA-Toronto-HO","False","True"
"10.217.0.0","10.217.164.0","CA-Toronto-HO","CA-Sams-HO","True","True"
"10.219.0.0","10.219.200.0","CA-Toronto-HO","CA-Toronto-HO","False","True"
"10.219.0.0","10.219.242.0","CA-Toronto-HO","CA-Toronto-HO","False","True"
"10.219.0.0","10.219.228.0","CA-Toronto-HO","CA-Toronto-HO","False","True"
"10.219.0.0","10.219.216.0","CA-Toronto-HO","CA-Sams-HO","True","True"
"10.219.0.0","10.219.160.0","CA-Toronto-HO","CA-Toronto-HO","False","True"
"10.219.0.0","10.219.170.0","CA-Toronto-HO","CA-Toronto-HO","False","True"
"10.219.0.0","10.219.112.0","CA-Toronto-HO","CA-Toronto-HO","False","True"
"10.219.0.0","10.219.154.0","CA-Toronto-HO","CA-Toronto-HO","False","True"
"10.219.0.0","10.219.120.0","CA-Toronto-HO","CA-Toronto-HO","False","True"
"10.219.0.0","10.219.168.0","CA-Toronto-HO","CA-Toronto-HO","False","True"
"10.219.0.0","10.219.196.0","CA-Toronto-HO","CA-Sams-HO","True","True"
"10.219.0.0","10.219.176.0","CA-Toronto-HO","CA-Toronto-HO","False","True"
"10.219.0.0","10.219.238.0","CA-Toronto-HO","CA-Sams-HO","True","True"
"10.219.0.0","10.219.198.0","CA-Toronto-HO","CA-Sams-HO","True","True"
"10.219.0.0","10.219.158.0","CA-Toronto-HO","CA-Sams-HO","True","True"
"10.219.0.0","10.219.186.0","CA-Toronto-HO","CA-Toronto-HO","False","True"
"10.219.0.0","10.219.184.0","CA-Toronto-HO","CA-Toronto-HO","False","True"
"10.219.0.0","10.219.166.0","CA-Toronto-HO","CA-Sams-HO","True","True"
"10.219.0.0","10.219.134.0","CA-Toronto-HO","CA-Toronto-HO","False","True"
"10.219.0.0","10.219.212.0","CA-Toronto-HO","CA-Sams-HO","True","True"
"10.219.0.0","10.219.190.0","CA-Toronto-HO","CA-Toronto-HO","False","True"
"10.219.0.0","10.219.192.0","CA-Toronto-HO","CA-Sams-HO","True","True"
"10.219.0.0","10.219.156.0","CA-Toronto-HO","CA-Toronto-HO","False","True"
"10.219.0.0","10.219.226.0","CA-Toronto-HO","CA-Toronto-HO","False","True"
"10.219.0.0","10.219.148.0","CA-Toronto-HO","CA-Toronto-HO","False","True"
"10.219.0.0","10.219.128.0","CA-Toronto-HO","CA-Toronto-HO","False","True"
"10.219.0.0","10.219.234.0","CA-Toronto-HO","CA-Toronto-HO","False","True"
"10.219.0.0","10.219.178.0","CA-Toronto-HO","CA-Toronto-HO","False","True"
"10.219.0.0","10.219.164.0","CA-Toronto-HO","CA-Toronto-HO","False","True"
"10.219.0.0","10.219.116.0","CA-Toronto-HO","CA-Sams-HO","True","True"
"10.219.0.0","10.219.250.0","CA-Toronto-HO","CA-Toronto-HO","False","True"
"10.219.0.0","10.219.194.0","CA-Toronto-HO","CA-Toronto-HO","False","True"
"10.219.0.0","10.219.150.0","CA-Toronto-HO","CA-Sams-HO","True","True"
"10.219.0.0","10.219.210.0","CA-Toronto-HO","CA-Toronto-HO","False","True"
"10.219.0.0","10.219.180.0","CA-Toronto-HO","CA-Toronto-HO","False","True"
"10.219.0.0","10.219.224.0","CA-Toronto-HO","CA-Sams-HO","True","True"
"10.219.0.0","10.219.220.0","CA-Toronto-HO","CA-Toronto-HO","False","True"
"10.219.0.0","10.219.218.0","CA-Toronto-HO","CA-Sams-HO","True","True"
"10.219.0.0","10.219.136.0","CA-Toronto-HO","CA-Toronto-HO","False","True"
"10.219.0.0","10.219.204.0","CA-Toronto-HO","CA-Toronto-HO","False","True"
"10.219.0.0","10.219.152.0","CA-Toronto-HO","CA-Sams-HO","True","True"
"10.219.0.0","10.219.244.0","CA-Toronto-HO","CA-Toronto-HO","False","True"
"10.219.0.0","10.219.248.0","CA-Toronto-HO","CA-Toronto-HO","False","True"
"10.219.0.0","10.219.208.0","CA-Toronto-HO","CA-Sams-HO","True","True"
"10.219.0.0","10.219.162.0","CA-Toronto-HO","CA-Toronto-HO","False","True"
"10.219.0.0","10.219.142.0","CA-Toronto-HO","CA-Toronto-HO","False","True"
"10.219.0.0","10.219.214.0","CA-Toronto-HO","CA-Sams-HO","True","True"
"10.219.0.0","10.219.236.0","CA-Toronto-HO","CA-Toronto-HO","False","True"
"10.219.0.0","10.219.206.0","CA-Toronto-HO","CA-Sams-HO","True","True"
"10.219.0.0","10.219.246.0","CA-Toronto-HO","CA-Sams-HO","True","True"
"10.219.0.0","10.219.130.0","CA-Toronto-HO","CA-Toronto-HO","False","True"
"10.219.0.0","10.219.146.0","CA-Toronto-HO","CA-Toronto-HO","False","True"
"10.219.0.0","10.219.132.0","CA-Toronto-HO","CA-Sams-HO","True","True"
"10.219.0.0","10.219.230.0","CA-Toronto-HO","CA-Toronto-HO","False","True"
"10.219.0.0","10.219.240.0","CA-Toronto-HO","CA-Toronto-HO","False","True"
"10.219.0.0","10.219.38.0","CA-Toronto-HO","CA-Toronto-HO","False","True"
"10.219.0.0","10.219.188.0","CA-Toronto-HO","CA-Sams-HO","True","True"
"10.219.0.0","10.219.172.0","CA-Toronto-HO","CA-Toronto-HO","False","True"
"10.219.0.0","10.219.144.0","CA-Toronto-HO","CA-Toronto-HO","False","True"
"10.219.0.0","10.219.138.0","CA-Toronto-HO","CA-Toronto-HO","False","True"
"10.219.0.0","10.219.232.0","CA-Toronto-HO","CA-Sams-HO","True","True"
"10.219.0.0","10.219.222.0","CA-Toronto-HO","CA-Toronto-HO","False","True"
"10.219.0.0","10.219.174.0","CA-Toronto-HO","CA-Toronto-HO","False","True"
"10.220.0.0","10.222.4.0","ISD","US-S00079","True","True"
"10.220.0.0","10.222.110.0","ISD","US-S00212","True","True"
"10.220.0.0","10.223.128.0","ISD","US-S00563","True","True"
"10.220.0.0","10.220.98.0","ISD","US-S00256","True","True"
"10.220.0.0","10.221.134.0","ISD","US-S00233","True","True"
"10.220.0.0","10.222.80.0","ISD","US-S00257","True","True"
"10.220.0.0","10.221.136.0","ISD","US-S00239","True","True"
"10.220.0.0","10.221.138.0","ISD","US-S00242","True","True"
"10.220.0.0","10.221.132.0","ISD","US-S00211","True","True"
"10.220.0.0","10.222.204.0","ISD","US-S00020","True","True"
"10.220.0.0","10.222.32.0","ISD","US-S00723","True","True"
"10.220.0.0","10.222.28.0","ISD","US-S00244","True","True"
"10.220.0.0","10.220.6.0","ISD","US-S00430","True","True"
"10.220.0.0","10.220.208.0","ISD","US-S00652","True","True"
"10.220.0.0","10.221.58.0","ISD","US-S00010","True","True"
"10.220.0.0","10.222.46.0","ISD","US-S00125","True","True"
"10.220.0.0","10.223.104.0","ISD","US-S00047","True","True"
"10.220.0.0","10.221.98.0","ISD","US-S00014","True","True"
"10.220.0.0","10.221.80.0","ISD","US-S00128","True","True"
"10.220.0.0","10.222.78.0","ISD","US-S00122","True","True"
"10.220.0.0","10.223.16.0","ISD","US-S00004","True","True"
"10.220.0.0","10.221.142.0","ISD","US-S00405","True","True"
"10.220.0.0","10.222.206.0","ISD","US-S00238","True","True"
"10.220.0.0","10.223.56.0","ISD","US-S00112","True","True"
"10.220.0.0","10.220.146.0","ISD","US-S00178","True","True"
"10.220.0.0","10.223.118.0","ISD","US-S00462","True","True"
"10.220.0.0","10.223.116.0","ISD","US-S00458","True","True"
"10.220.0.0","10.223.114.0","ISD","US-S00456","True","True"
"10.220.0.0","10.223.112.0","ISD","US-S00435","True","True"
"10.220.0.0","10.221.144.0","ISD","US-S00426","True","True"
"10.220.0.0","10.220.108.0","ISD","US-S00146","True","True"
"10.220.0.0","10.220.110.0","ISD","US-S00158","True","True"
"10.220.0.0","10.222.112.0","ISD","US-S00562","True","True"
"10.220.0.0","10.223.54.0","ISD","US-S00049","True","True"
"10.220.0.0","10.221.150.0","ISD","US-S00640","True","True"
"10.220.0.0","10.220.234.0","ISD","US-S00586","True","True"
"10.220.0.0","10.220.182.0","ISD","US-S00372","True","True"
"10.220.0.0","10.220.2.0","ISD","US-S00375","True","True"
"10.220.0.0","10.223.174.0","ISD","US-S00531","True","True"
"10.220.0.0","10.223.176.0","ISD","US-S00697","True","True"
"10.220.0.0","10.221.146.0","ISD","US-S00564","True","True"
"10.220.0.0","10.220.148.0","ISD","US-S00224","True","True"
"10.220.0.0","10.221.154.0","ISD","US-S00741","True","True"
"10.220.0.0","10.222.82.0","ISD","US-S00589","True","True"
"10.220.0.0","10.222.54.0","ISD","US-S00213","True","True"
"10.220.0.0","10.221.20.0","ISD","US-S00359","True","True"
"10.220.0.0","10.223.106.0","ISD","US-S00179","True","True"
"10.220.0.0","10.220.132.0","ISD","US-S00733","True","True"
"10.220.0.0","10.221.152.0","ISD","US-S00659","True","True"
"10.220.0.0","10.220.130.0","ISD","US-S00720","True","True"
"10.220.0.0","10.222.60.0","ISD","US-S00748","True","True"
"10.220.0.0","10.223.130.0","ISD","US-S00635","True","True"
"10.220.0.0","10.222.210.0","ISD","US-S00644","True","True"
"10.220.0.0","10.222.8.0","ISD","US-S00584","True","True"
"10.220.0.0","10.222.208.0","ISD","US-S00641","True","True"
"10.220.0.0","10.220.164.0","ISD","US-S00702","True","True"
"10.220.0.0","10.220.150.0","ISD","US-S00559","True","True"
"10.220.0.0","10.220.184.0","ISD","US-S00528","True","True"
"10.220.0.0","10.223.132.0","ISD","US-S00676","True","True"
"10.220.0.0","10.222.10.0","ISD","US-S00725","True","True"
"10.220.0.0","10.220.128.0","ISD","US-S00674","True","True"
"10.220.0.0","10.222.196.0","ISD","US-S00273","True","True"
"10.220.0.0","10.222.76.0","ISD","US-S00087","True","True"
"10.220.0.0","10.220.64.0","ISD","US-S00318","True","True"
"10.220.0.0","10.223.108.0","ISD","US-S00308","True","True"
"10.220.0.0","10.222.74.0","ISD","US-S00062","True","True"
"10.220.0.0","10.221.128.0","ISD","US-S00048","True","True"
"10.220.0.0","10.221.100.0","ISD","US-S00278","True","True"
"10.220.0.0","10.223.110.0","ISD","US-S00309","True","True"
"10.220.0.0","10.220.112.0","ISD","US-S00294","True","True"
"10.220.0.0","10.220.206.0","ISD","US-S00391","True","True"
"10.220.0.0","10.221.96.0","ISD","US-S00281","True","True"
"10.220.0.0","10.222.198.0","ISD","US-S00305","True","True"
"10.220.0.0","10.222.6.0","ISD","US-S00539","True","True"
"10.220.0.0","10.222.194.0","ISD","US-S00267","True","True"
"10.220.0.0","10.222.114.0","ISD","US-S00583","True","True"
"10.220.0.0","10.223.196.0","ISD","US-S00261","True","True"
"10.220.0.0","10.220.4.0","ISD","US-S00410","True","True"
"10.220.0.0","10.222.56.0","ISD","US-S00252","True","True"
"10.220.0.0","10.223.150.0","ISD","US-S00272","True","True"
"10.220.0.0","10.223.172.0","ISD","US-S00325","True","True"
"10.220.0.0","10.221.148.0","ISD","US-S00582","True","True"
"10.220.0.0","10.222.30.0","ISD","US-S00366","True","True"
"10.220.0.0","10.222.200.0","ISD","US-S00407","True","True"
"10.220.0.0","10.223.58.0","ISD","US-S00533","True","True"
"10.220.0.0","10.221.130.0","ISD","US-S00150","True","True"
"10.220.0.0","10.222.58.0","ISD","US-S00634","True","True"
"10.220.0.0","10.222.192.0","ISD","US-S00027","True","True"
"10.220.0.0","10.223.52.0","ISD","US-S00028","True","True"
"10.220.0.0","10.221.140.0","ISD","US-S00254","True","True"
"10.220.0.0","10.220.162.0","ISD","US-S00162","True","True"
"10.220.0.0","10.220.8.0","ISD","US-S00691","True","True"
"10.224.0.0","10.227.128.0","CDC","CDC","False","True"
"10.224.0.0","10.224.195.212","CDC","CDC-EXCH-Hybrid","True","True"
"10.224.0.0","10.224.195.217","CDC","CDC-EXCH-Hybrid","True","True"
"10.224.0.0","10.224.195.198","CDC","CDC-EXCH-Hybrid","True","True"
"10.224.0.0","10.224.195.216","CDC","CDC-EXCH-Hybrid","True","True"
"10.224.0.0","10.224.194.103","CDC","CDC-WMCT","True","True"
"10.224.0.0","10.224.207.64","CDC","CDC-WMCT","True","True"
"10.224.0.0","10.224.207.61","CDC","CDC-WMCT","True","True"
"10.224.0.0","10.224.207.60","CDC","CDC-WMCT","True","True"
"10.224.0.0","10.224.207.63","CDC","CDC-WMCT","True","True"
"10.224.0.0","10.224.207.65","CDC","CDC-WMCT","True","True"
